UF,Capital,nPessoas,sexo,idad,raca,educ,anosEst,ocup,cnae,rendOcup,rendEfet,classeOcup1,classeOcup2,peso,ln_rendaOcup,experiencia,ano
São Paulo,Município de São Paulo (SP),4,Mulher,37,Branca,Superior completo,17,2634,86004,25000,12000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1681.14089835,10.1266311038503,14,2023
São Paulo,Município de São Paulo (SP),3,Mulher,50,Branca,Superior completo,17,1221,70000,25000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Diretores e gerentes,1859.36091924,10.1266311038503,27,2023
São Paulo,Município de São Paulo (SP),3,Homem,51,Branca,Superior completo,17,5221,48079,25000,25000,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1472.88692814,10.1266311038503,28,2023
São Paulo,Município de São Paulo (SP),3,Mulher,52,Branca,Superior completo,17,1221,20090,25000,25000,Indústria geral,Diretores e gerentes,1472.88692814,10.1266311038503,29,2023
São Paulo,Município de São Paulo (SP),1,Homem,62,Branca,Superior completo,17,2421,70000,25000,45000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1628.93678252,10.1266311038503,39,2023
São Paulo,Município de São Paulo (SP),1,Mulher,34,Preta,Superior completo,17,2611,84013,25000,30000,"Administração pública, defesa e seguridade social ",Profissionais das ciências e intelectuais,1638.73645867,10.1266311038503,11,2023
São Paulo,Município de São Paulo (SP),3,Mulher,42,Branca,Superior completo,17,2634,86004,25000,700,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1439.90179173,10.1266311038503,19,2023
São Paulo,Município de São Paulo (SP),2,Homem,61,Branca,Superior completo,17,3352,84011,25000,25000,"Administração pública, defesa e seguridade social ",Técnicos e profissionais de nível médio,1150.57041643,10.1266311038503,38,2023
São Paulo,Município de São Paulo (SP),2,Homem,39,Parda,Superior completo,17,1330,48050,25000,25000,"Comércio, reparação de veículos automotores e motocicletas",Diretores e gerentes,2095.72598961,10.1266311038503,16,2023
São Paulo,Município de São Paulo (SP),3,Homem,49,Parda,Superior completo,17,2421,52020,25000,25000,"Transporte, armazenagem e correio ",Profissionais das ciências e intelectuais,1583.50142512,10.1266311038503,26,2023
São Paulo,Município de São Paulo (SP),3,Mulher,51,Branca,Superior completo,17,2431,73010,25000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1583.50142512,10.1266311038503,28,2023
São Paulo,Município de São Paulo (SP),3,Homem,44,Parda,Médio completo ou equivalente,13,3230,86009,25000,25000,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,1465.00842395,10.1266311038503,25,2023
São Paulo,Município de São Paulo (SP),3,Mulher,35,Branca,Médio completo ou equivalente,13,3230,86009,25000,25000,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,1465.00842395,10.1266311038503,16,2023
São Paulo,Município de São Paulo (SP),4,Homem,46,Branca,Superior completo,17,1346,64000,25000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Diretores e gerentes,1225.99059474,10.1266311038503,23,2023
São Paulo,Município de São Paulo (SP),1,Mulher,38,Branca,Superior completo,17,1346,64000,25000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Diretores e gerentes,750.30287133,10.1266311038503,15,2023
São Paulo,Município de São Paulo (SP),7,Homem,35,Parda,Superior completo,16,8331,49030,25000,25000,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,18.1218143,10.1266311038503,13,2023
São Paulo,,3,Mulher,40,Branca,Superior completo,17,2212,86002,25000,25000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1071.61648063,10.1266311038503,17,2023
São Paulo,,3,Homem,34,Branca,Superior completo,17,1120,43000,25000,25000,Construção,Diretores e gerentes,4243.01012146,10.1266311038503,11,2023
São Paulo,,4,Mulher,52,Branca,Superior completo,17,2421,85021,25000,25000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1176.1354395,10.1266311038503,29,2023
São Paulo,,4,Homem,60,Branca,Médio completo ou equivalente,13,3334,68000,25000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1773.7303962,10.1266311038503,41,2023
São Paulo,,4,Mulher,57,Branca,Superior completo,17,3334,68000,25000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1773.7303962,10.1266311038503,34,2023
São Paulo,,3,Mulher,47,Amarela,Superior completo,17,1212,22010,25000,25000,Indústria geral,Diretores e gerentes,1620.22833823,10.1266311038503,24,2023
São Paulo,,5,Homem,27,Branca,Superior completo,17,2212,86001,25000,25000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1498.04681512,10.1266311038503,4,2023
São Paulo,,4,Homem,53,Branca,Superior completo,17,2212,86001,25000,25000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,931.70839116,10.1266311038503,30,2023
São Paulo,,4,Mulher,37,Branca,Superior completo,17,2212,86001,25000,25000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,931.70839116,10.1266311038503,14,2023
São Paulo,,3,Homem,61,Parda,Médio completo ou equivalente,13,7231,45020,25000,25000,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1332.34885625,10.1266311038503,42,2023
São Paulo,,2,Mulher,39,Parda,Superior completo,17,2421,86002,25000,25000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,531.84968661,10.1266311038503,16,2023
São Paulo,,4,Homem,44,Branca,Superior completo,17,2151,29002,25000,25000,Indústria geral,Profissionais das ciências e intelectuais,579.56323686,10.1266311038503,21,2023
São Paulo,,6,Homem,44,Branca,Médio completo ou equivalente,13,1219,93011,25000,25000,Outros Serviços,Diretores e gerentes,1302.62834441,10.1266311038503,25,2023
São Paulo,,6,Homem,26,Branca,Médio completo ou equivalente,13,3339,74000,25000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1302.62834441,10.1266311038503,7,2023
São Paulo,,4,Homem,62,Branca,Fundamental incompleto ou equivalente,6,5221,48020,25000,25000,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",289.27470849,10.1266311038503,50,2023
São Paulo,,3,Mulher,43,Branca,Superior completo,17,2211,86001,25000,25000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1962.26939528,10.1266311038503,20,2023
São Paulo,,3,Mulher,50,Branca,Médio completo ou equivalente,13,5221,48071,25000,25000,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1673.20019264,10.1266311038503,31,2023
São Paulo,,3,Homem,39,Branca,Superior completo,17,1219,10099,25000,25000,Indústria geral,Diretores e gerentes,1697.29521281,10.1266311038503,16,2023
São Paulo,,4,Homem,40,Branca,Superior completo,17,2151,71000,25000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,2839.94387411,10.1266311038503,17,2023
São Paulo,,4,Homem,54,Branca,Superior completo,17,1221,27090,25000,25000,Indústria geral,Diretores e gerentes,1072.0332982,10.1266311038503,31,2023
São Paulo,Município de São Paulo (SP),1,Homem,35,Branca,Superior completo,17,2654,59000,24000,24000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,2054.42485445,10.0858091093301,12,2023
São Paulo,Município de São Paulo (SP),3,Mulher,36,Branca,Superior completo,17,3411,84015,24000,26000,"Administração pública, defesa e seguridade social ",Técnicos e profissionais de nível médio,1937.27569517,10.0858091093301,13,2023
São Paulo,Município de São Paulo (SP),3,Homem,41,Parda,Superior completo,17,2330,85013,24000,26000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1731.17984515,10.0858091093301,18,2023
São Paulo,,1,Homem,57,Branca,Superior completo,17,2132,72000,24000,24000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,2064.98585724,10.0858091093301,34,2023
São Paulo,Município de São Paulo (SP),3,Mulher,38,Branca,Superior completo,17,1346,64000,23000,23000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Diretores e gerentes,2785.88031978,10.0432494949113,15,2023
São Paulo,Município de São Paulo (SP),2,Homem,28,Branca,Superior completo,17,4120,85013,23000,23000,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1621.82875153,10.0432494949113,5,2023
São Paulo,,2,Homem,57,Branca,Superior completo,17,2310,85014,23000,23000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,650.52443134,10.0432494949113,34,2023
São Paulo,Município de São Paulo (SP),4,Mulher,53,Branca,Superior completo,17,2351,85012,22000,22000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,2121.04537785,9.99879773234045,30,2023
São Paulo,Município de São Paulo (SP),3,Mulher,33,Branca,Superior completo,17,2310,85014,22000,30000,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,2772.41098271,9.99879773234045,10,2023
São Paulo,Município de São Paulo (SP),2,Homem,28,Branca,Superior completo,17,1212,64000,22000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Diretores e gerentes,2375.93435436,9.99879773234045,5,2023
São Paulo,Município de São Paulo (SP),2,Mulher,35,Branca,Superior completo,17,1221,85021,22000,22000,"Educação, saúde humana e serviços sociais",Diretores e gerentes,2064.2159408,9.99879773234045,12,2023
São Paulo,Município de São Paulo (SP),3,Homem,41,Branca,Superior incompleto ou equivalente,16,1330,64000,22000,22000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Diretores e gerentes,1675.47703235,9.99879773234045,19,2023
São Paulo,Município de São Paulo (SP),2,Mulher,33,Parda,Superior completo,17,2431,74000,22000,30000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1820.47874149,9.99879773234045,10,2023
São Paulo,,4,Homem,54,Branca,Superior completo,17,3355,84016,22000,22000,"Administração pública, defesa e seguridade social ",Técnicos e profissionais de nível médio,1410.35526765,9.99879773234045,31,2023
São Paulo,,1,Homem,55,Parda,Fundamental completo ou equivalente,10,5141,96020,22000,14000,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1088.55082043,9.99879773234045,39,2023
São Paulo,Município de São Paulo (SP),3,Homem,35,Parda,Superior completo,17,3311,64000,21000,25000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,2772.41098271,9.95227771670556,12,2023
São Paulo,Município de São Paulo (SP),1,Homem,61,Preta,Superior completo,17,2619,84011,21000,21000,"Administração pública, defesa e seguridade social ",Profissionais das ciências e intelectuais,1531.65058824,9.95227771670556,38,2023
São Paulo,Município de São Paulo (SP),1,Homem,37,Parda,Superior completo,17,3513,28000,21000,21000,Indústria geral,Técnicos e profissionais de nível médio,1375.69135582,9.95227771670556,14,2023
São Paulo,Município de São Paulo (SP),2,Homem,28,Branca,Superior completo,17,1221,77020,21000,21000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Diretores e gerentes,1302.42940668,9.95227771670556,5,2023
São Paulo,Município de São Paulo (SP),3,Homem,22,Parda,Superior completo,17,2511,64000,21000,21000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,606.53996965,9.95227771670556,0,2023
São Paulo,,3,Homem,41,Branca,Superior completo,17,3123,71000,21000,21000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1073.18507391,9.95227771670556,18,2023
São Paulo,,3,Homem,64,Branca,Superior completo,17,2143,36000,21000,31000,Indústria geral,Profissionais das ciências e intelectuais,356.47807352,9.95227771670556,41,2023
